symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,22.85,-0.6522,-0.15,22.735,22.85,23.218,21.89,98379533.0,22.8665,22.51229,NASDAQ,1709.0,2493.0,22.781,23.0,7.05,3.24,2022-12-31T00:00:00.000+0000,4305450.0,1738702800
HJLI,enVVeno Medical Corporation,10.38,-1.9830031,-0.21000004,10.26,10.74,17.68,4.99,98319360.0,9.021944,6.9515734,NASDAQ,221867.0,777480.0,10.71,10.59,0.0,0.0,2021-08-11T04:00:00.000+0000,9472000.0,1633060800
SUNS,"Sunrise Realty Trust, Inc.",11.9099,0.3361,0.0399,11.76,12.04,15.74,8.11,98254245.0,13.6859,13.5598955,NASDAQ,150352.0,96216.0,11.85,11.87,0.72,16.54,2025-02-26T12:00:00.000+0000,8249796.0,1738777854
HWELU,Healthwell Acquisition Corp. I,10.46,0.0957,0.01,10.46,10.55,12.8,9.3,98167100.0,10.4686,10.34375,NASDAQ,906.0,954.0,10.55,10.45,0.284,36.83098591549296,2023-03-31T00:00:00.000+0000,9385000.0,1701462828
AFJK,"Aimei Health Technology Co., Ltd Ordinary Share",10.87,1.1163,0.12,10.87,10.87,10.87,10.15,98112620.0,10.66626,10.477585,NASDAQ,236.0,58296.0,10.87,10.75,,,,9026000.0,1738702800
CNDA,Concord Acquisition Corp II,10.61,-1.7593,-0.19,10.61,10.85,10.85,10.07,97641071.0,10.49136,10.50071,NYSE,9900.0,2752.0,10.8,10.8,-0.11,-96.45,2023-03-31T00:00:00.000+0000,9202740.0,1738699200
PFX,PhenixFIN Corporation,48.33,-1.488,-0.73,48.33,48.5,51.5,42.5,97615967.0,48.63926,47.14231,NASDAQ,1443.0,1750.0,48.5,49.06,9.13,5.29,2025-02-06T10:59:00.000+0000,2019780.0,1738766898
PPYA,Papaya Growth Opportunity Corp. I,10.83,0.185,0.02,10.83,10.83,13.44,10.72,97301269.0,11.182,11.14641,NASDAQ,25.0,1803.0,10.83,10.81,0.58,18.67,2025-02-13T05:00:00.000+0000,8984420.0,1738011052
PPYAW,Papaya Growth Opportunity Corp. I,0.0212,0.0,0.0,0.0212,0.0212,0.0212,0.0212,97301269.0,0.0,0.0,NASDAQ,841.0,0.0,0.0212,0.0212,0.0,,2023-03-31T00:00:00.000+0000,4589682500.0,1737493200
PPYAU,Papaya Growth Opportunity Corp. I,11.8,0.0,0.0,11.8,11.88,12.53,10.42,97301266.0,11.1236,11.31175,NASDAQ,480.0,633.0,11.88,11.8,0.0,,2023-03-31T00:00:00.000+0000,8245870.0,1737493200
EVGR,Evergreen Corporation,12.04,0.0831,0.01,12.04,12.1,12.11,11.26,97180330.0,11.86504,11.64308,NASDAQ,1509.0,11406.0,12.1,12.03,0.28,43.0,2024-10-21T04:00:00.000+0000,8071456.0,1738774206
HNNA,"Hennessy Advisors, Inc.",12.45,0.1609,0.02,12.45,12.7399,13.88,6.38,96905945.0,11.9324,9.442,NASDAQ,610.0,14789.0,12.7399,12.43,0.97,12.84,2025-02-06T10:59:00.000+0000,7783610.0,1738771838
GLACR,Global Lights Acquisition Corp Rights,0.1601,6.6622,0.01,0.1601,0.1601,0.1601,0.1601,96571000.0,0.0,0.0,NASDAQ,19996.0,0.0,0.1601,0.1501,,,,603191755.0,1738702800
GLAC,Global Lights Acquisition Corp Ordinary Shares,10.76,0.1862,0.02,10.76,10.76,10.95,10.135,96571000.0,10.6632,10.450295,NASDAQ,52.0,65045.0,10.76,10.74,0.28,38.43,,8975000.0,1738616400
FSRX,FinServ Acquisition Corp. II,10.34,0.1938,0.02,10.34,10.34,11.5,9.9,96556471.0,10.3606,10.249579,NASDAQ,372.0,2117.0,10.34,10.32,0.13,79.53846153846153,2023-03-31T00:00:00.000+0000,9338150.0,1701973098
FSRXW,FinServ Acquisition Corp. II,0.0007,-36.3636,-0.0004,0.0007,0.0011,0.0011,0.0007,96556471.0,0.0,0.0,NASDAQ,3352.0,0.0,0.001,0.0011,0.0,0.0,2023-03-31T00:00:00.000+0000,137937815714.0,1701978740
FSRXU,FinServ Acquisition Corp. II,10.3,-0.1938,-0.02,10.3,10.54,10.95,10.0,96556464.0,10.26706,10.236994,NASDAQ,238.0,1143.0,10.54,10.32,0.056,183.92857142857142,2023-03-31T00:00:00.000+0000,9374414.0,1701982756
EVGRU,Evergreen Corporation,12.0,0.0,0.0,12.0,12.0,14.21,10.2,96534624.0,12.0044,11.69707,NASDAQ,400.0,263.0,12.0,12.0,0.0,,2023-02-28T00:00:00.000+0000,8044552.0,1738702800
KLR,"Kaleyra, Inc.",7.24,-0.1379,-0.01,7.24,7.25,7.25,0.5135,96479516.0,6.898,4.2310443,NYSE,198774.0,124036.0,7.24,7.25,-6.93,-1.0447330447330447,2023-11-06T00:00:00.000+0000,13325900.0,1696449602
MGRM,"Monogram Orthopaedics, Inc.",2.8101,-1.0528,-0.0299,2.81,2.865,4.9,1.53,96420882.0,2.48188,2.39598,NASDAQ,8158.0,75316.0,2.85,2.84,-0.48,-5.85,2025-03-14T12:00:00.000+0000,34312260.0,1738776901
BZFD,"BuzzFeed, Inc.",2.63,0.7663,0.02,2.5797,2.715,5.68,0.668,96409751.0,3.2793,2.703985,NASDAQ,316859.0,1050630.0,2.65,2.61,-0.8,-3.29,2025-03-13T20:00:00.000+0000,36657700.0,1738777989
ANIX,"Anixa Biosciences, Inc.",2.99,0.6734,0.02,2.94,3.04,4.67,2.07,96268731.0,2.7844,2.9501,NASDAQ,70751.0,119208.0,3.0,2.97,-0.39,-7.67,2025-03-14T12:00:00.000+0000,32196900.0,1738777662
CPAQU,Counter Press Acquisition Corporation,10.3,0.0,0.0,10.3,10.3001,10.865,9.95,96086074.0,10.279228,10.149229,NASDAQ,0.0,633.0,10.3,10.3,0.0,0.0,,9328745.0,1676321958
DYCQU,DT Cloud Acquisition Corporation Unit,10.71,0.0,0.0,10.71,10.9,10.9,10.11,95993730.0,10.5524,10.48455,NASDAQ,100.0,150.0,10.9,10.71,,,,8634082.0,1738357200
SOL,ReneSola Ltd,1.8198,-0.011,-0.0002,1.81,1.845,3.0,1.41,95985560.0,1.9412,1.962,NYSE,37619.0,252033.0,1.82,1.82,-0.05,-36.4,2025-03-26T10:59:00.000+0000,52745115.0,1738777311
BKHAU,Black Hawk Acquisition Corporation Units,10.68,0.0,0.0,10.68,10.69,12.21,10.08,95947497.0,10.58308,10.488244,NASDAQ,300.0,127.0,10.69,10.68,,,,8756511.0,1738616400
BKKT,"Bakkt Holdings, Inc.",14.81,-3.2026,-0.49,14.67,15.395,37.21,5.573,95915336.0,26.3772,16.8145,NYSE,246413.0,1081362.0,15.07,15.3,-11.54,-1.28,2025-02-13T12:00:00.000+0000,6476390.0,1738778046
HLVX,"HilleVax, Inc.",1.925,0.7853,0.015,1.91,1.95,20.22,1.55,95876685.0,1.9445,5.081675,NASDAQ,22012.0,243238.0,1.93,1.91,-3.09,-0.62,2025-03-14T12:00:00.000+0000,49806070.0,1738777649
MGYR,"Magyar Bancorp, Inc.",14.58,2.9661,0.42,14.28,14.58,14.74,10.3,95803139.0,14.267,12.4437,NASDAQ,628.0,4123.0,14.28,14.16,1.3,11.22,2025-04-21T10:59:00.000+0000,6570860.0,1738702800
KF,"The Korea Fund, Inc.",19.8213,0.3707,0.0732,19.75,19.85,26.3,18.35,95799316.0,19.7302,22.6367,NYSE,6135.0,23813.0,19.76,19.7481,2.17,9.13,2024-10-25T14:00:00.000+0000,4833150.0,1738771842
TTP,"Tortoise Pipeline & Energy Fund, Inc.",47.61,1.9704,0.92,46.6066,47.7,53.07,28.24,95723238.0,47.941677,39.256847,NYSE,4204.0,10301.0,46.6066,46.69,11.76,4.05,,2010570.0,1734727834
GLACU,Global Lights Acquisition Corp Unit,10.75,0.3735,0.04,10.75,10.85,10.85,10.14,95680945.0,10.7768,10.58515,NASDAQ,10.0,51.0,10.85,10.71,,,,8900553.0,1738011600
DTSQU,DT Cloud Star Acquisition Corporation,10.21,0.098,0.01,10.21,10.21,10.6,10.01,95640194.0,10.2134,10.133394,NASDAQ,210.0,4385.0,10.21,10.2,,,,9367306.0,1738098000
ARBG,Aequi Acquisition Corp.,10.24,-0.0976,-0.01,10.24,10.24,11.51,9.8,95631759.0,10.3848,10.13758,NASDAQ,2821.0,1045.0,10.24,10.25,0.06,170.66666666666666,2023-11-07T00:00:00.000+0000,9339039.0,1691091301
CPAQ,Counter Press Acquisition Corporation,10.33,0.0,0.0,10.29,10.33,10.8,9.91,95535858.0,10.30306,10.12044,NASDAQ,315551.0,39092.0,10.32,10.33,0.0,0.0,,9248389.0,1677272396
DSAQ,Direct Selling Acquisition Corp.,11.27,-0.4417,-0.05,11.27,11.35,11.35,11.16,95482596.0,11.25044,11.223138,NYSE,5500.0,4767.0,11.32,11.32,-1.0,-11.27,2025-03-31T20:00:00.000+0000,8472280.0,1738699200
IGMS,"IGM Biosciences, Inc.",1.605,2.2293,0.035,1.55,1.67,22.5,1.37,95440006.0,6.103,9.764475,NASDAQ,112576.0,478920.0,1.55,1.57,-3.61,-0.44,2025-03-05T10:59:00.000+0000,59464178.0,1738777585
PWUPU,PowerUp Acquisition Corp.,13.4,9.8361,1.2,13.4,13.4,15.0,10.31,95347352.0,11.6494,11.62388,NASDAQ,409.0,1400.0,13.4,12.2,-0.011,-1218.18,2023-03-31T00:00:00.000+0000,6706260.0,1738769074
QETAU,Quetta Acquisition Corporation Unit,10.71,0.0,0.0,10.71,10.71,12.54,10.25,95336072.0,10.66224,10.50734,NASDAQ,500.0,256.0,10.71,10.71,,,,3677764.0,1738184400
STG,Sunlands Technology Group,6.78,3.2042,0.2105,6.51,6.78,12.55,4.25,95219310.0,6.20914,7.28946,NYSE,569.0,8391.0,6.51,6.5695,4.46,1.52,2025-03-21T12:00:00.000+0000,14044146.0,1738775507
CNTY,"Century Casinos, Inc.",3.1,-0.3215,-0.01,3.04,3.14,5.09,1.94,95116060.0,3.5042,2.9527,NASDAQ,9046.0,89125.0,3.0801,3.11,-2.43,-1.28,2025-03-13T12:30:00.000+0000,30682600.0,1738778030
XGN,Exagen Inc.,5.3924,7.4183,0.3724,4.61,5.6992,6.22,1.3,95107377.0,4.2144,2.806915,NASDAQ,335012.0,155976.0,5.02,5.02,-0.94,-5.74,2025-03-17T12:30:00.000+0000,17637300.0,1738777920
HLP,Hongli Group Inc.,1.295,-1.145,-0.015,1.2607,1.295,2.25,0.99,95103180.0,1.32454,1.5383,NASDAQ,172.0,43895.0,1.2607,1.31,-0.15,-8.63,,73438749.0,1738616400
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",15.55,0.3226,0.05,15.51,15.55,16.54,14.78,95083585.0,15.42902,15.874715,NYSE,4213.0,27767.0,15.54,15.5,1.27,12.24,,6114700.0,1738774453
DGHI,Digihost Technology Inc.,2.88,-2.0408,-0.06,2.82,3.0172,3.77,0.84,95073408.0,2.0296,1.50713,NASDAQ,206362.0,451354.0,2.94,2.94,-0.48,-6.0,2025-04-01T12:30:00.000+0000,33011600.0,1738777277
DBVT,DBV Technologies S.A.,4.6299,2.2053,0.0999,4.39,4.6299,5.42,0.441,94959082.0,3.3899,1.540915,NASDAQ,8864.0,203388.0,4.4,4.53,-5.3,-0.87,2025-03-05T10:59:00.000+0000,20509964.0,1738777910
CITE,Cartica Acquisition Corp,11.85,0.0,0.0,11.85,11.85,12.25,10.89,94793127.0,11.677692,11.422472,NASDAQ,405.0,19661.0,11.85,11.85,-0.84,-14.107142857142858,2023-03-31T00:00:00.000+0000,7999420.0,1737061200
CITEU,Cartica Acquisition Corp,11.7,0.0,0.0,11.7,11.7,13.92,10.8,94793119.0,11.4444,11.30725,NASDAQ,16.0,12.0,11.7,11.7,-0.059,-198.3050847457627,2023-03-31T00:00:00.000+0000,8101976.0,1737061200
MVSTW,"Microvast Holdings, Inc.",0.2926,8.2902,0.0224,0.2791,0.3,0.3,0.2791,94771092.0,0.0,0.0,NASDAQ,31309.0,0.0,0.28,0.2702,-139.726,0.0,2023-03-31T00:00:00.000+0000,323893000.0,1738774796
FOSLL,"Fossil Group, Inc. 7% Senior Notes due 2026",13.86,-0.7874,-0.11,13.76,14.0095,15.0,9.0,94727376.0,13.925,13.104275,NASDAQ,5846.0,104045.0,13.95,13.97,0.0,,2022-12-31T00:00:00.000+0000,6796620.0,1738776073
NOEM,CO2 Energy Transition Corp. Common Stock,9.87,-0.1012,-0.01,9.87,9.87,10.78,9.78,94611352.0,9.865833,9.865833,NASDAQ,1071.0,6216.0,9.87,9.88,-0.01,-987.0,,9585750.0,1738774153
MDXH,MDxHealth SA,1.91,1.0582,0.02,1.87,1.965,3.85,1.55,94539914.0,2.077,2.42761,NASDAQ,28954.0,147071.0,1.87,1.89,-1.5,-1.27,2025-02-26T15:00:00.000+0000,49497337.0,1738777268
FBRX,"Forte Biosciences, Inc.",14.77,-1.5333,-0.23,14.52,15.555,28.68,4.11,94429336.0,19.0303,12.92112,NASDAQ,14391.0,597306.0,14.52,15.0,-16.41,-0.9,2025-03-17T10:59:00.000+0000,6393320.0,1738777041
MNOV,"MediciNova, Inc.",1.9244,-0.2902,-0.0056,1.8935,1.93,2.55,1.12,94384507.0,2.063,1.6552,NASDAQ,7414.0,79708.0,1.92,1.93,-0.21,-9.16,2025-02-13T21:00:00.000+0000,49046200.0,1738776020
KNDI,"Kandi Technologies Group, Inc.",1.0798,1.8679,0.0198,1.06,1.09,2.98,0.89,94329384.0,1.0808,1.6815,NASDAQ,71832.0,225389.0,1.06,1.06,-0.08,-13.5,2025-03-12T12:30:00.000+0000,87358200.0,1738776680
OSI,Osiris Acquisition Corp.,10.65,0.2825,0.03,10.65,10.65,12.12,9.78,94290190.0,10.7016,10.48808,NYSE,1491.0,796.0,10.65,10.62,-0.27,-39.44444444444444,2023-03-31T00:00:00.000+0000,8853539.0,1715889558
FOSL,"Fossil Group, Inc.",1.77,-1.6667,-0.03,1.77,1.825,2.61,0.75,94153380.0,1.7462,1.32775,NASDAQ,149467.0,1032708.0,1.78,1.8,-2.33,-0.76,2025-03-11T10:59:00.000+0000,53194000.0,1738777783
IVCAU,Investcorp India Acquisition Corp,11.86,0.4234,0.05,11.86,11.86,13.0,10.96,94137944.0,11.7402,11.4882,NASDAQ,873.0,188.0,11.86,11.81,0.0,,2023-03-31T00:00:00.000+0000,7937431.0,1738098000
IVCA,Investcorp India Acquisition Corp,11.85,-4.8957,-0.61,11.85,11.85,12.37,11.065,94137929.0,11.78984,11.53244,NASDAQ,99.0,1201.0,11.85,12.46,0.23,51.52,2023-03-31T00:00:00.000+0000,7944129.0,1738357200
DYCQ,DT Cloud Acquisition Corporation,10.5,0.0,0.0,10.49,10.505,10.65,10.07,94111500.0,10.44428,10.298425,NASDAQ,671221.0,38678.0,10.5,10.5,0.17,61.76,,8963000.0,1738702800
UBOH,"United Bancshares, Inc.",29.85,2.931,0.85,29.85,29.85,31.0,19.42,93614973.0,26.21146,22.851734,NASDAQ,690.0,2556.0,29.85,29.0,2.82,10.59,2025-04-16T10:59:00.000+0000,3136180.0,1738701392
BKHA,Black Hawk Acquisition Corporation Class A Ordinary Shares,10.4731,0.1252,0.0131,10.46,10.4731,10.49,10.09,93519546.0,10.3795,10.247742,NASDAQ,63.0,14380.0,10.46,10.46,,,,8929500.0,1738616400
ADVM,"Adverum Biotechnologies, Inc.",4.495,0.5593,0.025,4.465,4.638,29.7,4.01,93507238.0,5.1364,7.128375,NASDAQ,18477.0,223962.0,4.5,4.47,-5.95,-0.76,2025-03-17T10:59:00.000+0000,20802500.0,1738777896
BRID,Bridgford Foods Corporation,10.3,1.4778,0.15,10.18,10.46,14.69,7.77,93491349.0,10.1838,9.8907,NASDAQ,1031.0,4936.0,10.18,10.15,-0.37,-27.84,2025-03-06T21:00:00.000+0000,9076830.0,1738702800
BHST,BioHarvest Sciences Inc. Common Stock,5.39,1.6981,0.09,4.99,5.39,7.38,0.001,93396303.0,5.96868,4.840175,NASDAQ,6292.0,9398.0,4.99,5.3,-1.28,-4.21,2025-04-28T12:30:00.000+0000,17327700.0,1738777384
AXTI,"AXT, Inc.",2.085,-2.1127,-0.045,2.05,2.12,5.64,1.73,93305001.0,2.1606,2.7361,NASDAQ,98498.0,328152.0,2.12,2.13,-0.23,-9.07,2025-02-20T21:00:00.000+0000,44750600.0,1738777564
SCLX,Scilex Holding Company,0.39,-2.6946,-0.0108,0.3875,0.4077,2.63,0.37,93267330.0,0.5027,1.01254,NASDAQ,335844.0,1869338.0,0.39,0.4008,-0.77,-0.51,2025-02-26T12:00:00.000+0000,239147000.0,1738777804
PUCK,Goal Acquisitions Corp.,12.5,13.5332,1.49,11.99,12.5,12.5,10.2,93240875.0,11.01,10.9293,NASDAQ,400.0,66.0,11.99,11.01,-0.3,-41.67,2025-04-14T20:00:00.000+0000,7459270.0,1738680280
MIRO,Miromatrix Medical Inc.,3.39,0.5935,0.02,3.36,3.53,4.35,0.906,92951088.0,2.4763,1.71862,NASDAQ,631561.0,163022.0,3.38,3.37,-1.14,-2.973684210526316,2024-03-29T00:00:00.000+0000,27419200.0,1702414800
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,11.86,0.9362,0.11,11.82,11.99,12.41,10.77,92892145.0,11.4582,11.1884,NASDAQ,8780.0,15969.0,11.94,11.75,0.28,42.36,,7832390.0,1738773997
HNNAZ,"Hennessy Advisors, Inc. 4.875% Notes due 2026",24.45,0.4932,0.12,24.45,24.45,24.64,23.1,92547138.0,24.2446,24.06768,NASDAQ,101.0,408.0,24.45,24.33,0.0,,2023-03-31T00:00:00.000+0000,3785159.0,1738702800
CUE,"Cue Biopharma, Inc.",1.4597,3.5248,0.0497,1.42,1.4999,2.58,0.45,92472433.0,1.1986,1.187755,NASDAQ,84221.0,444898.0,1.42,1.41,-0.91,-1.6,2025-03-26T20:00:00.000+0000,63350300.0,1738777715
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",1.985,-1.7327,-0.035,1.94,2.03,4.83,0.6,92459712.0,1.7412,1.4986,NASDAQ,388144.0,2926006.0,2.0,2.02,-1.1,-1.8,2025-04-14T12:30:00.000+0000,46579200.0,1738777924
ACOG,Alpha Cognition Inc. Common Stock,5.9501,-3.0928,-0.1899,5.754,6.15,7.0,4.66,92412788.0,5.77842,5.7655635,NASDAQ,101158.0,127061.0,5.95,6.14,-3.09,-1.93,2025-04-24T12:00:00.000+0000,15531300.0,1738775901
IVAC,"Intevac, Inc.",3.4199,2.3922,0.0799,3.3304,3.4199,4.42,2.46,92246331.0,3.2082,3.55605,NASDAQ,17346.0,127901.0,3.3304,3.34,-0.36,-9.5,2025-02-05T21:00:00.000+0000,26973400.0,1738778042
WRAP,"Wrap Technologies, Inc.",2.0063,-0.6782,-0.0137,1.9602,2.02,4.68,1.21,92054862.0,1.8564,1.67965,NASDAQ,20583.0,257174.0,2.01,2.02,-0.43,-4.67,2025-02-25T21:00:00.000+0000,45882900.0,1738777882
IROH,Iron Horse Acquisitions Corp. Common Stock,10.38,-0.0962,-0.01,10.38,10.3901,11.11,9.97,92039460.0,10.31564,10.171355,NASDAQ,2106.0,23855.0,10.38,10.39,0.16,64.88,,8867000.0,1738767823
VIOT,"Viomi Technology Co., Ltd",1.3665,0.4779,0.0065,1.35,1.379,1.94,0.5,91981151.0,1.4732,1.20555,NASDAQ,35762.0,194389.0,1.3608,1.36,-0.05,-27.33,2025-03-24T12:30:00.000+0000,67311490.0,1738777908
MTSL,Mer Telemanagement Solutions Ltd.,3.37,-0.88235915,-0.03000021,3.19,3.57,17.88,2.02,91957190.0,7.3062067,6.0391665,NASDAQ,728401.0,1553585.0,3.26,3.4,-0.305,-11.049180327868852,,27287000.0,1627444800
SINO,Singularity Future Technology Ltd.,4.19,1.6990334,0.07000017,3.83,4.3727,12.28,2.09,91946617.0,3.9626,3.40255,NASDAQ,2416439.0,924791.0,4.02,4.12,0.0,0.0,2021-11-12T05:00:00.000+0000,21944300.0,1641531600
DISA,Disruptive Acquisition Corporation I,10.68,-1.6575,-0.18,10.68,10.69,13.2,9.99,91678188.0,10.637,10.428225,NASDAQ,260.0,509.0,10.69,10.86,0.11,97.0909090909091,2023-03-31T00:00:00.000+0000,8584100.0,1702923140
DISAW,Disruptive Acquisition Corporation I,0.0252,0.0,0.0252,0.0252,0.0252,0.0252,0.0252,91678188.0,0.0,0.0,NASDAQ,0.0,0.0,,,0.0,0.0,2023-03-31T00:00:00.000+0000,3638023333.0,1731618000
DISAU,Disruptive Acquisition Corporation I,10.6,1.9231,0.2,10.6,10.6,12.17,9.7,91678181.0,10.3512,10.275575,NASDAQ,1500.0,106.0,10.6,10.4,0.367,28.88283378746594,2023-03-31T00:00:00.000+0000,8648885.0,1696339800
EDAP,EDAP TMS S.A.,2.4701,1.2336,0.0301,2.4541,2.5394,8.5,2.0,91650045.0,2.2918,3.94135,NASDAQ,12265.0,115425.0,2.492,2.44,-0.61,-4.05,2025-03-26T12:00:00.000+0000,37103779.0,1738777152
HUHU,HUHUTECH International Group Inc. Ordinary Shares,4.325,3.9663,0.165,4.2,4.325,9.89,3.52,91575007.0,4.5366,4.4742856,NASDAQ,1769.0,89696.0,4.2,4.16,0.08,54.06,,21173412.0,1738770663
DPCS,DP Cap Acquisition Corp I,12.6,-1.8692,-0.24,12.49,13.2,15.67,10.93,91350000.0,12.6,11.7239485,NASDAQ,9777.0,2439.0,12.73,12.84,0.01,1260.0,2023-03-31T00:00:00.000+0000,7250000.0,1731963600
HSPOU,Horizon Space Acquisition I Corp.,12.5,7.6658,0.89,12.08,12.99,12.99,10.74,91071875.0,11.5644,11.22165,NASDAQ,11616.0,1392.0,12.08,11.61,0.0,,,7285750.0,1738775866
INZY,"Inozyme Pharma, Inc.",1.415,4.0441,0.055,1.36,1.4899,7.795,1.235,90899883.0,2.3875,4.2399,NASDAQ,218764.0,792210.0,1.36,1.36,-1.55,-0.91,2025-03-10T12:30:00.000+0000,64240200.0,1738777975
ELUT,Elutia Inc.,2.63,0.3817,0.01,2.6,2.75,5.24,2.28,90898315.0,3.7738,3.665975,NASDAQ,8414.0,38810.0,2.655,2.62,-2.23,-1.18,2025-03-05T10:59:00.000+0000,34562097.0,1738775185
ATY,AcuityAds Holdings Inc.,1.6,1.2658,0.02,1.58,1.62,3.075,1.38,90894240.0,1.568028,1.8058925,NASDAQ,10339.0,47535.0,1.6,1.58,-0.01,-160.0,2023-08-08T12:30:00.000+0000,56808900.0,1681502370
IDBA,IDEX Biometrics ASA,4.88,1.6667,0.08,4.334,4.88,11.15,4.33,90786544.0,5.19752,6.647155,NASDAQ,4535.0,1419.0,4.67,4.8,-2.43,-2.0082304526748973,2023-11-09T05:00:00.000+0000,18603800.0,1691589374
PAVS,Paranovus Entertainment Technology Ltd.,1.36,1.4925,0.02,1.33,1.36,2.517,0.32,90745592.0,1.19526,0.99037,NASDAQ,304.0,57755.0,1.33,1.34,0.75,1.81,2025-05-28T12:00:00.000+0000,66724700.0,1738775981
ICAD,"iCAD, Inc.",3.41,3.3333,0.11,3.2,3.41,3.78,1.18,90501400.0,2.0284,1.66205,NASDAQ,163335.0,445927.0,3.37,3.3,-0.22,-15.5,2025-03-10T10:59:00.000+0000,26540000.0,1738778045
ONYX,Onyx Acquisition Co. I,11.39,-0.1753,-0.02,11.39,11.42,11.5,10.97,90498789.0,11.363576,11.241079,NASDAQ,11034.0,1393.0,11.4,11.41,-0.04,-284.75,2024-08-14T00:00:00.000+0000,7945460.0,1730491200
ONYXU,Onyx Acquisition Co. I,11.31,-0.2645,-0.03,11.31,11.31,12.84,10.99,90498786.0,11.2836,11.3913,NASDAQ,1302.0,50.0,11.31,11.34,-0.035,-323.14285714285717,2024-08-14T00:00:00.000+0000,8001661.0,1728936000
SHMD,SCHMID Group N.V. Class A Ordinary Shares,2.1,-7.8947,-0.18,2.08,2.29,6.13,1.86,90431099.0,2.64778,3.5220737,NASDAQ,51266.0,52274.0,2.29,2.28,-1.79,-1.17,2024-12-27T21:00:00.000+0000,43062428.0,1738778027
DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,10.15,0.1974,0.02,10.145,10.151,10.151,9.964,90344135.0,10.0828,10.047156,NASDAQ,37514.0,38571.0,10.15,10.13,0.05,203.0,,8900900.0,1738777082
BTMWW,Bitcoin Depot Inc.,0.069,-4.1667,-0.003,0.069,0.08,0.08,0.069,90284294.0,0.0,0.0,NASDAQ,22213.0,0.0,0.08,0.072,,,,382576541.0,1738777395
MASS,908 Devices Inc.,2.59,9.2827,0.22,2.35,2.67,7.91,1.81,90191052.0,2.3829,4.112075,NASDAQ,262157.0,661432.0,2.35,2.37,-1.85,-1.4,2025-03-03T13:30:00.000+0000,34822800.0,1738778045
DM,"Desktop Metal, Inc.",2.7,3.0534,0.08,2.6,2.78,11.8,2.02,90021780.0,3.1102,4.6652,NYSE,237966.0,316130.0,2.69,2.62,-11.15,-0.24,2025-03-13T12:30:00.000+0000,33341400.0,1738777415
GWIIW,Good Works II Acquisition Corp.,0.0006,-99.9286,-0.8394,0.0006,0.8,0.8,0.0006,89720892.0,0.0,0.0,NASDAQ,1319.0,0.0,0.8,0.84,0.0,0.0,,149534820000.0,1726603200
GWII,Good Works II Acquisition Corp.,10.11,0.0,0.0,10.11,10.11,12.0,9.81,89720892.0,10.1946,10.045154,NASDAQ,5303.0,723.0,10.11,10.11,-0.08,-126.375,,8874470.0,1678200801
TCJH,Top KingWin Ltd,0.5,0.4016,0.002,0.4593,0.5082,2.14,0.192,89590000.0,0.4165784,0.7388816,NASDAQ,13870.0,1264692.0,0.4593,0.498,-0.31,-1.6129032258064515,,179180000.0,1729281600
GPAC,Global Partner Acquisition Corp II,9.74,-21.4516,-2.66,8.91,12.3,15.32,8.91,89555209.0,11.295864,11.134315,NASDAQ,10265.0,3330.0,11.51,12.4,-0.31,-31.419354838709676,2024-08-13T20:00:00.000+0000,9194580.0,1720468800
GPACW,Global Partner Acquisition Corp II,0.21,10.5845,0.0201,0.1651,0.22,0.22,0.1651,89555209.0,0.0,0.0,NASDAQ,47616.0,0.0,0.18,0.1899,0.0,0.0,2023-03-31T00:00:00.000+0000,426453376.0,1720468800
GPACU,Global Partner Acquisition Corp II,10.03,-6.3492,-0.68,10.03,11.78,11.85,10.03,89555202.0,11.313,11.112049,NASDAQ,686.0,61.0,11.78,10.71,0.18,55.72222222222222,2024-08-13T20:00:00.000+0000,8928734.0,1720468800
MCHX,"Marchex, Inc.",2.05,0.9852,0.02,1.94,2.0599,2.4,1.11,89548807.0,1.936,1.7183,NASDAQ,10678.0,61311.0,1.94,2.03,-0.09,-22.78,2025-03-12T10:59:00.000+0000,43682345.0,1738776421
IMPP,Imperial Petroleum Inc.,2.95,-2.6403,-0.08,2.91,2.9902,4.59,2.72,89478400.0,3.0398,3.639625,NASDAQ,151621.0,266976.0,2.91,3.03,1.15,2.57,2025-03-28T10:59:00.000+0000,30331661.0,1738777894
PFTAU,Portage Fintech Acquisition Corporation,10.85,0.463,0.05,10.8,10.85,12.9,9.9363,89400604.0,10.85,10.907532,NASDAQ,3.0,4.0,,10.8,0.0,,2023-03-31T00:00:00.000+0000,7879433.0,1737061200
GAQ,Generation Asia I Acquisition Limited,11.4,,,11.4,11.4,11.4,11.4,89374393.0,0.0,0.0,NYSE,0.0,0.0,,,0.21,54.285714285714285,2024-11-07T21:00:00.000+0000,7839859.0,1730754000
