symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
MOTV,Motive Capital Corp.,10.11,2.22446,0.219999,10.02,10.85,10.89,9.1,1745410620.0,9.89711,9.85198,NYSE,271833.0,239471.0,10.82,9.89,0.181,55.85635359116022,,172642000.0,1647921600
OBDE,Blue Owl Capital Corporation III,14.14,-1.3259,-0.19,14.12,14.4,16.8,13.6,1744268022.0,14.7702,14.88015,NYSE,394324.0,346783.0,14.35,14.33,1.75,8.08,2025-02-19T05:00:00.000+0000,123357003.0,1736542802
NTCT,"NetScout Systems, Inc.",24.28,0.58,0.14,23.85,24.475,27.89,17.1,1741296044.0,22.1916,20.59655,NASDAQ,115989.0,404503.0,24.12,24.14,-5.89,-4.12,2025-01-30T05:00:00.000+0000,71717300.0,1738778015
WBTN,WEBTOON Entertainment Inc. Common stock,13.52,-1.2418,-0.17,13.39,13.72,25.66,10.05,1734793653.0,12.9,13.869338,NASDAQ,74067.0,330083.0,13.72,13.69,-0.98,-13.8,2025-02-26T12:00:00.000+0000,128313140.0,1738777959
BGCP,"BGC Partners, Inc.",4.43,1.373,0.06,4.41,4.69,5.51,3.14,1734216446.0,4.4648,4.341775,NASDAQ,3475885.0,2433100.0,4.43,4.37,0.11,40.27272727272727,2023-08-01T12:30:00.000+0000,391470981.0,1688155204
RQI,"Cohen & Steers Quality Income Realty Fund, Inc.",12.9009,0.946,0.1209,12.78,12.9234,14.41,10.61,1733648744.0,12.8096,12.61345,NYSE,156056.0,375069.0,12.78,12.78,0.81,15.93,2025-03-06T21:00:00.000+0000,134382000.0,1738777986
DVAX,Dynavax Technologies Corporation,13.185,1.4231,0.185,13.0,13.255,13.89,9.74,1733234175.0,12.7442,11.6786,NASDAQ,487814.0,2000364.0,13.0,13.0,0.15,87.9,2025-02-05T10:59:00.000+0000,131455000.0,1738778048
HIMX,"Himax Technologies, Inc.",9.9125,-3.7621,-0.3875,9.885,10.48,13.91,4.8,1731713750.0,7.7378,6.59645,NASDAQ,2134185.0,3054118.0,10.46,10.3,0.44,22.53,2025-02-13T13:30:00.000+0000,174700000.0,1738778046
KMT,Kennametal Inc.,22.2696,-5.0742,-1.1904,20.4979,22.57,32.18,20.4979,1730924703.0,25.661,25.2993,NYSE,722624.0,910332.0,21.59,23.46,1.28,17.4,2025-05-12T12:00:00.000+0000,77725900.0,1738778012
SONO,"Sonos, Inc.",14.35,-0.4854,-0.07,14.28,14.6109,19.76,10.23,1729835100.0,14.2638,14.0127,NASDAQ,345754.0,1982347.0,14.54,14.42,-0.33,-43.48,2025-02-06T21:00:00.000+0000,120546000.0,1738777974
UCTT,"Ultra Clean Holdings, Inc.",38.38,3.2553,1.21,37.31,38.43,56.47,32.08,1729406638.0,37.149,40.27765,NASDAQ,129290.0,342369.0,37.5358,37.17,0.07,548.29,2025-02-24T21:00:00.000+0000,45060100.0,1738777790
IAS,Integral Ad Science Holding Corp.,10.63,-1.0242,-0.11,10.54,10.85,17.53,7.98,1729182100.0,10.5256,10.441975,NASDAQ,417618.0,884784.0,10.75,10.74,0.2,53.15,2025-02-28T13:30:00.000+0000,162670000.0,1738777933
XMTR,"Xometry, Inc.",35.95,3.0086,1.05,34.43,36.295,45.33,11.08,1728795955.0,35.3814,21.909824,NASDAQ,158525.0,655925.0,34.43,34.9,-1.05,-34.24,2025-02-27T12:00:00.000+0000,48088900.0,1738778005
ARHS,"Arhaus, Inc.",12.3,-0.8864,-0.11,12.2,12.4856,19.81,8.3,1728515421.0,10.5427,12.804475,NASDAQ,497496.0,1502294.0,12.39,12.41,0.56,21.96,2025-03-05T13:30:00.000+0000,140529709.0,1738777967
GTY,Getty Realty Corp.,31.35,1.3251,0.41,30.8908,31.38,33.85,25.7,1724795490.0,31.2092,30.08825,NYSE,73234.0,300003.0,31.18,30.94,1.16,27.03,2025-02-12T21:00:00.000+0000,55017400.0,1738777757
SJW,SJW Group,51.8,0.1353,0.07,51.74,52.43,62.18,44.91,1722531300.0,50.8166,55.36635,NYSE,62253.0,259923.0,51.82,51.73,2.77,18.7,2025-02-19T21:00:00.000+0000,33253500.0,1738777849
BAK,Braskem S.A.,4.61,-2.1231,-0.1,4.6,4.71,10.98,3.691,1718906378.0,4.4998,6.2394,NYSE,393185.0,1033745.0,4.63,4.71,-3.1,-1.49,2025-03-17T20:00:00.000+0000,372864724.0,1738778049
SVAC,Starboard Value Acquisition Corp.,9.55,-1.748972,-0.17000008,9.53,9.7925,12.0,9.53,1715351900.0,9.978966,10.144088,NASDAQ,237248.0,515934.0,9.76,9.72,-0.298,-32.04697986577181,,179618000.0,1627617600
LKFN,Lakeland Financial Corporation,67.22,0.4183,0.28,66.72,67.4,78.61,57.45,1714520042.0,70.4792,65.7163,NASDAQ,38095.0,136513.0,67.22,66.94,3.63,18.52,2025-04-23T12:00:00.000+0000,25506100.0,1738778033
TALO,Talos Energy Inc.,9.515,-0.7821,-0.075,9.41,9.59,14.67,8.885,1712328915.0,10.2678,11.17515,NYSE,257056.0,1791954.0,9.58,9.59,0.65,14.64,2025-02-26T21:00:00.000+0000,179961000.0,1738778053
EXPI,"eXp World Holdings, Inc.",11.15,0.1797,0.02,11.11,11.28,15.39,8.91,1712093650.0,12.2093,12.359875,NASDAQ,172759.0,1076733.0,11.17,11.13,-0.22,-50.68,2025-02-20T21:00:00.000+0000,153551000.0,1738778001
MTTR,"Matterport, Inc.",5.295,-0.2825,-0.015,5.26,5.31,5.31,1.73,1709729025.0,4.9164,4.5186,NASDAQ,1622538.0,2897806.0,5.29,5.31,-0.83,-6.38,2025-02-18T21:00:00.000+0000,322895000.0,1738778024
GRABW,Grab Holdings Limited,0.445,-12.7451,-0.065,0.439,0.5099,0.571,0.141,1709690000.0,0.45856,0.271305,NASDAQ,62703.0,74637.0,0.5099,0.51,-12.726,-0.03,,3842000000.0,1738776854
CBAH,"CBRE Acquisition Holdings, Inc.",10.75,6.43564,0.65,10.12,11.08,11.08,9.32,1708218000.0,10.127952,9.946709,NYSE,1081738.0,608828.0,10.14,10.1,,0.0,2021-11-16T05:00:00.000+0000,158904000.0,1639112400
FCF,First Commonwealth Financial Corporation,16.775,-0.6809,-0.115,16.69,17.01,19.96,12.41,1707409825.0,17.4472,16.0635,NYSE,133355.0,610442.0,17.01,16.89,1.39,12.07,2025-04-21T12:30:00.000+0000,101783000.0,1738777917
PHR,"Phreesia, Inc.",29.27,2.164,0.62,28.77,29.43,29.9,17.07,1701292407.0,24.6926,22.65725,NYSE,108178.0,427583.0,28.77,28.65,-1.49,-19.64,2025-03-12T10:59:00.000+0000,58124100.0,1738777727
PD,"PagerDuty, Inc.",18.86,0.0,0.0,18.68,18.93,25.47,16.46,1700325186.0,19.2516,19.5468,NYSE,250724.0,1110783.0,18.87,18.86,-0.81,-23.28,2025-03-12T10:59:00.000+0000,90155100.0,1738778045
MHNC,"Maiden Holdings North America, Ltd.",17.05,0.1727,0.0294,16.9777,17.05,19.97,15.6,1700302282.0,17.0142,17.5494,NYSE,556.0,31347.0,16.9777,17.0206,0.0,,2023-03-31T00:00:00.000+0000,99724474.0,1738777680
ATEC,"Alphatec Holdings, Inc.",11.99,-1.2356,-0.15,11.89,12.1956,17.34,4.88,1699798320.0,10.1408,9.0006,NASDAQ,500670.0,1644205.0,12.16,12.14,-1.26,-9.52,2025-02-26T21:00:00.000+0000,141768000.0,1738777938
STGW,Stagwell Inc.,6.36,0.0,0.0,6.36,6.45,8.18,4.88,1695504393.0,6.959,6.83115,NASDAQ,43434.0,438198.0,6.39,6.36,-0.03,-212.0,2025-02-25T13:30:00.000+0000,266588741.0,1738777827
CENX,Century Aluminum Company,18.2,-1.4618,-0.27,17.92,18.34,25.39,9.65,1688938160.0,20.3102,17.492,NASDAQ,353550.0,1178915.0,18.0732,18.47,3.2,5.69,2025-02-19T10:59:00.000+0000,92798800.0,1738778038
WSBCP,"WesBanco, Inc.",25.2299,0.4775,0.1199,25.2299,25.2299,25.6,23.651,1688379837.0,25.2634,24.92355,NASDAQ,646.0,9740.0,25.2299,25.11,3.16,7.98,2025-04-21T10:59:00.000+0000,66919799.0,1738771257
GXGXU,GX Acquisition Corp.,11.63,36.5023,3.11,9.87,13.99,14.0,8.52,1686501097.0,10.797917,10.843494,NASDAQ,16188.0,393.0,9.0,8.52,-0.49,-23.73469387755102,,145012992.0,1566446400
NNAVW,NextNav Inc.,4.6,7.3512,0.315,4.25,4.69,4.69,4.25,1685618761.0,0.0,0.0,NASDAQ,17861.0,0.0,4.27,4.285,-1.369,-3.36,2023-03-31T00:00:00.000+0000,358314961.0,1738777430
RFP,Resolute Forest Products Inc.,21.92,-0.3636,-0.08,21.9,22.095,22.62,11.55,1683714656.0,21.512,19.79425,NYSE,14960418.0,810117.0,22.0,22.0,1.156,18.961937716262977,2023-05-03T11:00:00.000+0000,76811800.0,1677618029
ROG,Rogers Corporation,90.135,0.9237,0.825,88.37,90.25,134.07,87.27,1681973181.0,101.0716,109.28225,NYSE,21843.0,125922.0,89.22,89.31,2.7,33.38,2025-02-19T10:59:00.000+0000,18660600.0,1738777924
OPRA,Opera Limited,18.94,5.2222,0.94,18.47,19.6,20.7,10.11,1675814117.0,18.8874,15.47385,NASDAQ,347124.0,482742.0,18.67,18.0,1.82,10.41,2025-02-26T13:30:00.000+0000,88480154.0,1738777998
NWBI,"Northwest Bancshares, Inc.",13.14,-0.2278,-0.03,13.055,13.24,15.42,10.45,1675455120.0,13.68,12.80315,NASDAQ,149514.0,691564.0,13.21,13.17,0.76,17.29,2025-04-21T10:59:00.000+0000,127508000.0,1738777810
WTFCP,Wintrust Financial Corporation,25.16,0.0398,0.01,25.16,25.1782,25.49,24.53,1672943752.0,25.2054,25.0553,NASDAQ,10034.0,23184.0,25.17,25.15,7.114,3.54,2025-04-15T10:59:00.000+0000,66492200.0,1738776789
FSM,Fortuna Silver Mines Inc.,5.335,2.3992,0.125,5.23,5.43,6.36,2.63,1671620885.0,4.6172,4.83465,NYSE,10776911.0,9810383.0,5.26,5.21,0.07,76.21,2025-03-04T21:00:00.000+0000,313331000.0,1738778042
EVO,Evotec SE,4.7115,8.3103,0.3615,4.61,4.7396,7.98,2.85,1670726970.0,4.5114,4.3789,NASDAQ,21818.0,215366.0,4.61,4.35,-0.51,-9.24,2025-03-27T12:00:00.000+0000,354606170.0,1738777988
GNL,"Global Net Lease, Inc.",7.23,0.9777,0.07,7.125,7.26,9.105,6.52,1667476590.0,7.242,7.75625,NYSE,445991.0,1438747.0,7.16,7.16,-0.78,-9.27,2025-02-25T10:59:00.000+0000,230633000.0,1738778038
AONE,one,8.56,-4.57079,-0.41,8.23,9.14,15.1,8.23,1665442092.0,9.950666,10.742609,NYSE,461260.0,256776.0,9.03,8.97,,0.0,,194560992.0,1626321600
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,25.42,-0.0393,-0.01,25.42,25.51,25.51,24.88,1663595809.0,25.095,25.095,NASDAQ,4081.0,201839.0,25.51,25.43,,,,51336629.0,1738772615
KEN,Kenon Holdings Ltd.,31.45,0.5756,0.18,31.45,31.9125,34.33,19.63,1659827215.0,30.9115,26.710985,NYSE,4614.0,12169.0,31.85,31.27,3.26,9.65,2025-03-24T12:30:00.000+0000,52776700.0,1738777030
BBU,Brookfield Business Partners L.P.,22.3382,2.3749,0.5182,22.04,22.3382,26.75,16.85,1659321705.0,23.29542,21.281,NYSE,2078.0,19216.0,22.04,21.82,-0.5,-44.68,2025-05-01T12:30:00.000+0000,74281800.0,1738772776
KN,Knowles Corporation,18.78,1.3492,0.25,18.545,18.79,20.86,14.97,1653933942.0,19.6194,18.0338,NYSE,135920.0,593101.0,18.67,18.53,0.51,36.82,2025-02-13T22:00:00.000+0000,88068900.0,1738777889
GO,Grocery Outlet Holding Corp.,16.99,-0.5269,-0.09,16.83,17.31,29.19,13.6,1650347436.0,17.4262,19.1671,NASDAQ,622676.0,1913969.0,17.1,17.08,0.53,32.06,2025-02-25T10:59:00.000+0000,97136400.0,1738778029
SPHR,Sphere Entertainment Co.,46.095,1.9124,0.865,44.83,46.4,51.83,32.1,1649890320.0,40.791,41.2254,NYSE,205598.0,755830.0,45.82,45.23,-11.24,-4.1,2025-02-06T12:00:00.000+0000,35793260.0,1738778035
ARCO,Arcos Dorados Holdings Inc.,7.82,0.9032,0.07,7.67,7.835,12.22,7.02,1647385090.0,7.7206,9.03185,NYSE,377784.0,1419718.0,7.74,7.75,0.7,11.17,2025-03-11T12:30:00.000+0000,210663055.0,1738777995
HOLI,Hollysys Automation Technologies Ltd.,26.42,0.0379,0.01,26.4,26.43,27.255,16.25,1643316074.0,23.2169,24.192375,NASDAQ,2979060.0,619389.0,26.42,26.41,1.21,21.834710743801654,2024-08-13T10:59:00.000+0000,62199700.0,1721937602
WKC,World Kinect Corporation,28.29,0.1771,0.05,28.27,28.41,31.71,21.38,1643012475.0,28.1032,27.3885,NYSE,40463.0,734110.0,28.35,28.24,2.27,12.46,2025-02-20T21:00:00.000+0000,58077500.0,1738777882
VVX,"V2X, Inc.",52.05,1.1465,0.59,51.365,52.27,69.75,37.037,1642724025.0,53.8078,52.8076,NYSE,22111.0,286854.0,52.06,51.46,0.28,185.89,2025-02-24T21:00:00.000+0000,31560500.0,1738777904
VITL,"Vital Farms, Inc.",37.49,-1.3681,-0.52,37.26,38.46,48.41,14.64,1641672104.0,38.3301,36.486774,NASDAQ,488453.0,1153223.0,38.02,38.01,1.12,33.47,2025-03-05T13:30:00.000+0000,43789600.0,1738777961
STER,Sterling Check Corp.,16.74,0.0,0.0,16.74,16.78,18.04,12.38,1640344297.0,16.6354,15.49735,NASDAQ,865786.0,449655.0,16.78,16.74,-0.17,-98.47058823529412,2024-11-08T13:30:00.000+0000,97989504.0,1737061200
NBHC,National Bank Holdings Corporation,43.13,-0.2775,-0.12,43.0,43.52,51.76,32.13,1639522255.0,44.7414,41.42855,NYSE,17011.0,219610.0,43.52,43.25,3.08,14.0,2025-04-22T10:59:00.000+0000,38013500.0,1738777612
NGVT,Ingevity Corporation,45.095,0.5911,0.265,44.243,45.186,56.3,30.9,1639162665.0,44.4552,43.0527,NYSE,31558.0,238593.0,44.87,44.83,-15.95,-2.83,2025-02-18T21:00:00.000+0000,36349100.0,1738777828
CABO,"Cable One, Inc.",291.66,2.5131,7.15,280.855,292.54,513.7,280.855,1639000870.0,367.6888,366.04816,NYSE,31949.0,93505.0,286.39,284.51,44.5,6.55,2025-02-20T10:59:00.000+0000,5619560.0,1738776272
NAPA,"The Duckhorn Portfolio, Inc.",11.09,-0.18,-0.02,11.09,11.11,11.11,5.38,1632459001.0,11.0212,8.40895,NYSE,590372.0,1522815.0,11.09,11.11,0.4,27.725,2025-03-05T21:00:00.000+0000,147200992.0,1734987602
AMBP,Ardagh Metal Packaging S.A.,2.73,-0.365,-0.01,2.705,2.75,4.26,2.66,1631587230.0,3.1298,3.55565,NYSE,318235.0,1284644.0,2.74,2.74,-0.12,-22.75,2025-02-27T12:00:00.000+0000,597651000.0,1738778014
HE,"Hawaiian Electric Industries, Inc.",9.46,-0.211,-0.02,9.365,9.63,18.19,7.61,1631528360.0,9.7122,10.76945,NYSE,754800.0,2966947.0,9.56,9.48,-11.72,-0.81,2025-02-21T21:00:00.000+0000,172466000.0,1738778044
TNC,Tennant Company,86.22,1.3995,1.19,84.82,86.235,124.11,78.57,1627212816.0,84.5468,95.00545,NYSE,18392.0,164706.0,84.82,85.03,5.67,15.21,2025-02-20T14:30:00.000+0000,18872800.0,1738777730
DBD,"Diebold Nixdorf, Incorporated",43.3,1.7866,0.76,42.26,43.335,51.81,30.37,1627070244.0,44.5456,42.16265,NYSE,22060.0,148516.0,42.87,42.54,-15.72,-2.75,2025-02-12T13:30:00.000+0000,37576680.0,1738777246
VRNT,Verint Systems Inc.,26.11,0.5391,0.14,25.775,26.2,38.17,21.28,1626253517.0,26.4264,28.69195,NASDAQ,117746.0,861098.0,25.97,25.97,0.98,26.64,2025-03-25T10:59:00.000+0000,62284700.0,1738778051
SNPR,Tortoise Acquisition Corp. II,9.3,-9.00196,-0.92,9.265,10.3,18.33,8.42,1623575400.0,9.775833,10.471511,NYSE,1261033.0,679501.0,10.31,10.22,,0.0,,174578000.0,1630036800
NWN,Northwest Natural Holding Company,40.39,1.2281,0.49,39.93,40.39,44.25,34.82,1620935519.0,40.7886,39.1814,NYSE,34766.0,220030.0,39.93,39.9,2.1,19.23,2025-02-28T13:30:00.000+0000,40132100.0,1738777932
TROX,Tronox Holdings plc,10.23,-1.1594,-0.12,10.125,10.32,20.7,8.73,1615572750.0,10.632,14.2117,NYSE,176003.0,1069818.0,10.29,10.35,-0.47,-21.77,2025-02-12T21:00:00.000+0000,157925000.0,1738778002
TARO,Taro Pharmaceutical Industries Ltd.,42.975,0.0116,0.005,42.94,42.98,45.76,32.67,1615198185.0,42.4854,40.18795,NYSE,147064.0,32927.0,42.97,42.97,1.43,30.052447552447553,2024-07-24T20:00:00.000+0000,37584600.0,1718999951
HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,24.73,-1.08,-0.27,24.2,25.1,30.0,13.94,1608189427.0,23.99712,18.845697,NASDAQ,8526.0,20694.0,25.0,25.0,0.32,77.28,2025-03-26T12:00:00.000+0000,65029900.0,1738777237
PBI,Pitney Bowes Inc.,8.845,1.6667,0.145,8.715,8.87,9.29,3.73,1607145345.0,7.7542,6.61545,NYSE,452393.0,2037708.0,8.76,8.7,-1.42,-6.23,2025-02-11T21:00:00.000+0000,181701000.0,1738777884
CMPOW,"CompoSecure, Inc.",5.02,2.0325,0.1,4.92,5.4,5.4,4.92,1606877442.0,0.0,0.0,NASDAQ,135776.0,0.0,4.92,4.92,0.0,,2023-03-31T00:00:00.000+0000,320095108.0,1738777968
NXGN,"NextGen Healthcare, Inc.",23.94,0.1255,0.03,23.92,23.95,23.98,15.23,1606299786.0,23.2758,18.6034,NASDAQ,3124069.0,1261934.0,23.92,23.91,-0.09,-266.0,2024-01-22T00:00:00.000+0000,67096900.0,1699477200
ETNB,"89bio, Inc.",11.59,7.814,0.84,10.7,11.73,16.63,5.986,1606264277.0,7.9193,8.3095,NASDAQ,1894654.0,1919471.0,10.7,10.75,-2.96,-3.92,2025-02-26T10:59:00.000+0000,138590533.0,1738778052
DESP,"Despegar.com, Corp.",19.21,0.0521,0.01,19.2,19.231,19.55,8.055,1605719717.0,18.2368,14.32165,NYSE,990290.0,2000638.0,19.21,19.2,0.08,240.13,2025-03-12T20:00:00.000+0000,83587700.0,1738778055
CLDX,"Celldex Therapeutics, Inc.",24.195,4.514,1.045,23.14,24.34,53.18,22.17,1605197919.0,25.5566,32.9712,NASDAQ,350876.0,1024498.0,23.19,23.15,-2.58,-9.38,2025-02-24T13:30:00.000+0000,66344200.0,1738778045
CLBK,"Columbia Financial, Inc.",15.325,1.6921,0.255,15.05,15.35,19.28,13.79,1604879975.0,16.4648,16.43075,NASDAQ,29981.0,91849.0,15.07,15.07,-0.11,-139.32,2025-04-28T10:59:00.000+0000,104723000.0,1738778009
NN,NextNav Inc.,12.29,5.1326,0.6,11.72,12.435,18.538,3.55,1604766738.0,15.0286,10.13625,NASDAQ,275447.0,1429162.0,11.78,11.69,-0.72,-17.07,2025-03-19T12:00:00.000+0000,130574999.0,1738777893
STEW,"SRH Total Return Fund, Inc.",16.615,0.9417,0.155,16.4954,16.63,16.83,14.16,1603447190.0,16.307,15.4207,NYSE,18850.0,91203.0,16.5,16.46,4.03,4.12,2025-02-04T10:59:00.000+0000,87221341.0,1738777450
SFL,SFL Corporation Ltd.,10.99,0.457,0.05,10.87,11.02,14.62,9.64,1601341910.0,10.4516,11.8553,NYSE,239240.0,919842.0,10.87,10.94,1.11,9.9,2025-02-28T13:30:00.000+0000,145709000.0,1738777896
STR,Sitio Royalties Corp.,20.1922,-0.3346,-0.0678,19.9908,20.345,25.949,18.4,1599985505.0,21.3482,22.49745,NYSE,153695.0,783552.0,20.26,20.26,-0.05,-403.84,2025-02-26T21:00:00.000+0000,79237800.0,1738778003
AMPH,"Amphastar Pharmaceuticals, Inc.",33.23,0.1205,0.04,32.82,33.35,56.45,32.82,1597744922.0,39.6986,43.05975,NASDAQ,115213.0,563589.0,33.35,33.19,3.01,11.04,2025-02-26T21:00:00.000+0000,48081400.0,1738777689
LZ,"LegalZoom.com, Inc.",9.245,1.9294,0.175,9.08,9.415,13.74,5.33,1597739390.0,8.0844,7.843675,NASDAQ,637391.0,1453467.0,9.12,9.07,0.13,71.12,2025-02-20T21:00:00.000+0000,172822000.0,1738778050
UPBD,"Upbound Group, Inc.",29.195,-0.0171,-0.005,29.11,29.39,38.72,26.5,1596954822.0,31.1064,31.40675,NASDAQ,62031.0,424611.0,29.2,29.2,1.46,20.0,2025-02-20T13:30:00.000+0000,54699600.0,1738777997
CMPO,"CompoSecure, Inc.",15.96,0.694,0.11,15.67,16.73,17.03,4.61,1592244612.0,15.595,11.408975,NASDAQ,421559.0,903649.0,15.88,15.85,-0.41,-38.93,2025-03-04T21:00:00.000+0000,99764700.0,1738777995
RDW,Redwire Corporation,23.72,-0.7116,-0.17,22.7,24.58,26.66,2.89,1589607660.0,15.7472,8.79775,NYSE,793400.0,1379037.0,23.98,23.89,-1.21,-19.6,2025-03-27T12:00:00.000+0000,67015500.0,1738777983
MCRI,"Monarch Casino & Resort, Inc.",86.43,0.617,0.53,85.62,86.43,89.06,64.5,1589369913.0,82.7842,75.1977,NASDAQ,10948.0,100877.0,85.67,85.9,4.53,19.08,2025-02-12T21:00:00.000+0000,18389100.0,1738776631
DXPE,"DXP Enterprises, Inc.",101.21,2.5431,2.51,99.0,101.36,107.06,31.78,1588480829.0,85.007,59.8169,NASDAQ,58896.0,254423.0,99.0,98.7,3.88,26.09,2025-03-05T14:30:00.000+0000,15694900.0,1738777531
LUCK,Lucky Strike Entertainment Corporation,10.77,-1.2832,-0.14,10.75,11.15,15.47,9.61,1586563724.0,10.925,11.82145,NYSE,200597.0,599015.0,10.96,10.91,-0.57,-18.89,2025-02-05T05:00:00.000+0000,147313252.0,1738778012
SPFR,Jaws Spitfire Acquisition Corporation,8.44,-14.314729,-1.4100008,8.4,9.92,12.1,8.4,1583014772.0,9.912759,10.046205,NYSE,1662379.0,460530.0,9.92,9.85,,0.0,,187560992.0,1632974400
MXL,"MaxLinear, Inc.",18.7,1.0811,0.2,17.5,18.92,26.59,11.08,1582648320.0,19.4318,17.3128,NASDAQ,780698.0,1714335.0,18.48,18.5,-3.04,-6.15,2025-04-22T10:59:00.000+0000,84633600.0,1738778052
MNKD,MannKind Corporation,5.735,2.5939,0.145,5.61,5.75,7.63,3.37,1581586830.0,6.412,5.7959,NASDAQ,569269.0,2775072.0,5.61,5.59,0.08,71.69,2025-02-25T10:59:00.000+0000,275778000.0,1738778030
AACQU,Artius Acquisition Inc.,11.05,4.7393365,0.5,10.67,11.05,15.39,9.85,1581255000.0,10.558358,11.188068,NASDAQ,4352.0,12570.0,10.67,10.55,,0.0,,143100000.0,1599624000
LOB,"Live Oak Bancshares, Inc.",34.985,-0.8081,-0.285,34.78,35.56,50.57,31.03,1580951159.0,41.4422,40.55675,NYSE,43466.0,200947.0,35.56,35.27,1.69,20.7,2025-04-22T10:59:00.000+0000,45189400.0,1738777538
PCTTW,"PureCycle Technologies, Inc.",3.105,7.069,0.205,2.9,3.105,3.105,2.9,1577743579.0,0.0,0.0,NASDAQ,2600.0,0.0,2.9,2.9,0.0,,2023-03-31T00:00:00.000+0000,508129427.0,1738776261
ALGT,Allegiant Travel Company,86.0,-13.2277,-13.11,80.48,97.2,107.57,36.09,1577575400.0,90.6686,62.1092,NASDAQ,693528.0,333362.0,97.2,99.11,-1.54,-55.84,2025-02-04T21:00:00.000+0000,18343900.0,1738777998
ESRT,"Empire State Realty Trust, Inc.",9.51,-0.2099,-0.02,9.39,9.585,11.62,8.78,1576548780.0,10.3042,10.1927,NYSE,451245.0,1141008.0,9.53,9.53,0.27,35.22,2025-02-19T21:00:00.000+0000,165778000.0,1738778044
DNOW,NOW Inc.,14.89,-1.3907,-0.21,14.81,15.196,15.645,9.44,1576046940.0,14.0982,13.57675,NYSE,199349.0,869601.0,15.15,15.1,1.89,7.88,2025-02-13T13:30:00.000+0000,105846000.0,1738778045
INFN,Infinera Corporation,6.6551,0.2274,0.0151,6.645,6.7,6.92,4.41,1575940990.0,6.603,6.138,NASDAQ,757550.0,766637.0,6.65,6.64,-0.47,-14.16,2025-03-04T21:00:00.000+0000,236802000.0,1738778042
BAMR,Brookfield Reinsurance Ltd.,33.92,0.8323,0.28,33.77,34.75,64.09,30.5,1574257694.0,39.72811,46.74128,NYSE,24159.0,21674.0,34.99,33.64,11.2,3.0285714285714285,,46410899.0,1670994000
ROOT,"Root, Inc.",104.15,-0.048,-0.05,100.66,107.09,118.15,7.22,1572664896.0,85.9584,61.511173,NASDAQ,117959.0,458730.0,105.51,104.2,-1.15,-90.57,2025-02-26T21:00:00.000+0000,15099999.0,1738778014
INBXV,"Inhibrx, Inc. Ex-distribution When-Issued",30.85,0.0,0.0,30.85,31.11,31.11,30.85,1572299372.0,0.0,0.0,NASDAQ,277651.0,0.0,31.11,30.85,,,2025-05-07T20:00:00.000+0000,50965944.0,1737061200
CODI,Compass Diversified,20.78,0.8738,0.18,20.57,20.877,25.07,19.76,1572054794.0,22.647,22.0962,NYSE,39677.0,208684.0,20.65,20.6,-1.88,-11.05,2025-02-26T10:59:00.000+0000,75652300.0,1738777750
LTC,"LTC Properties, Inc.",34.685,0.9753,0.335,34.56,34.9399,39.89,30.3,1569870848.0,35.8304,35.61275,NYSE,90484.0,319993.0,34.57,34.35,2.32,14.95,2025-02-24T21:00:00.000+0000,45260800.0,1738777632
SRCE,1st Source Corporation,64.01,-0.7905,-0.51,63.79,65.4,68.13,47.3,1569288363.0,61.047,57.78855,NASDAQ,17219.0,71505.0,64.95,64.52,5.36,11.94,2025-04-23T12:30:00.000+0000,24516300.0,1738777236
HMN,Horace Mann Educators Corporation,38.425,0.853,0.325,37.96,38.46,43.26,31.81,1566126150.0,39.6244,36.32695,NYSE,62451.0,210944.0,38.07,38.1,2.52,15.25,2025-02-05T21:00:00.000+0000,40758000.0,1738778010
DYN,"Dyne Therapeutics, Inc.",15.38,3.9892,0.59,14.795,15.56,47.45,13.235,1565161080.0,22.782,31.501875,NASDAQ,429990.0,1665549.0,14.92,14.79,-3.82,-4.03,2025-03-03T13:30:00.000+0000,101766000.0,1738778018
PLYA,Playa Hotels & Resorts N.V.,12.8432,-0.2857,-0.0368,12.77,12.93,12.93,6.95,1561155176.0,11.2412,9.0715,NASDAQ,256985.0,1227135.0,12.84,12.88,0.51,25.18,2025-02-25T21:00:00.000+0000,121555000.0,1738777987
PRAX,"Praxis Precision Medicines, Inc.",83.705,0.2575,0.215,81.72,84.73,86.93,33.01,1560077049.0,74.2516,59.93525,NASDAQ,138355.0,374711.0,83.3,83.49,-9.17,-9.13,2025-03-03T13:30:00.000+0000,18637800.0,1738777413
DEH,D8 Holdings Corp.,11.57,4.234228,0.4699993,10.79,11.66,11.66,9.5,1557611065.0,10.032333,9.9552555,NYSE,899461.0,476547.0,11.1,11.1,0.0,0.0,,134624984.0,1632110400
ROT,Rotor Acquisition Corp.,10.05,0.0,0.0,10.05,10.54,11.8,9.61,1554141970.0,10.049,9.93781,NYSE,160194.0,210101.0,10.5,10.05,,0.0,,154640992.0,1632715200
