,symbol,date,calendarYear,period,roic,earningsYield
9806,AAON,2016-12-31,2016,FY,0.24420240104202187,0.045779980223510666
9807,AAON,2015-12-31,2015,FY,0.24125866710520144,0.054657400334628084
9808,AAON,2014-12-31,2014,FY,0.23110181519104037,0.0539628876354403
9809,VNOM,2023-12-31,2023,FY,0.1441683486323242,0.0859616403011101
9810,VNOM,2022-12-31,2022,FY,0.24709436168630655,0.2724976106473743
9811,VNOM,2021-12-31,2021,FY,0.11943361777721574,0.17630393439109102
9812,VNOM,2020-12-31,2020,FY,0.1938681999963786,-0.2459125445263776
9813,VNOM,2019-12-31,2019,FY,0.08410429269749023,0.14528371023425715
9814,VNOM,2018-12-31,2018,FY,0.16995353538844804,0.07726974273648961
9815,VNOM,2017-12-31,2017,FY,0.15001157127420583,0.045805241543285656
9816,VNOM,2016-12-31,2016,FY,0.019937527086637145,-0.00819907680456422
9817,VNOM,2015-12-31,2015,FY,0.10853937396245832,0.021942772989248894
9818,VNOM,2014-12-31,2014,FY,0.09811660878025351,0.015972207948499042
9819,GLOB,2023-12-31,2023,FY,0.07040638868412331,0.015637708788609143
9820,GLOB,2022-12-31,2022,FY,0.046129721589832126,0.021116952519458897
9821,GLOB,2021-12-31,2021,FY,0.032482948045474414,0.007470733412549367
9822,GLOB,2020-12-31,2020,FY,0.026778986279020218,0.006468844802209465
9823,GLOB,2019-12-31,2019,FY,0.07963947554010097,0.013921588018264071
9824,GLOB,2018-12-31,2018,FY,0.14690809948219025,0.025628662202509627
9825,GLOB,2017-12-31,2017,FY,0.10444616459553921,0.019786165714006012
9826,GLOB,2016-12-31,2016,FY,0.15780177121624195,0.031994060524531055
9827,GLOB,2015-12-31,2015,FY,0.08502943660076277,0.02482259147855036
9828,GLOB,2014-12-31,2014,FY,0.12593656786960156,0.052297405156069135
9829,ATI,2024-12-29,2024,FY,0.0,0.052083266954781444
9830,ATI,2023-12-31,2023,FY,0.1655855470408958,0.07052715269626438
9831,ATI,2022-12-31,2022,FY,0.0737388374164405,0.03438267470417504
9832,ATI,2021-12-31,2021,FY,-0.06908182570495615,-0.008001173505447467
9833,ATI,2020-12-31,2020,FY,0.00882341930967895,-0.7351731517555582
9834,ATI,2019-12-31,2019,FY,0.08532311810373118,0.09911397645581348
9835,ATI,2018-12-31,2018,FY,0.07407035446432556,0.07001983160608304
9836,ATI,2017-12-31,2017,FY,0.016504360758422144,-0.03457728795167758
9837,ATI,2016-12-31,2016,FY,-0.11457819371062937,-0.37495122240884954
9838,ATI,2015-12-31,2015,FY,-0.0557828302400573,-0.31330640197847065
9839,OXLCZ,2024-03-31,2023,FY,0.15307632070531463,0.22090729884515203
9840,OXLCZ,2023-03-31,2022,FY,-0.10443171496691792,-0.2179732325791991
9841,OXLCZ,2022-03-31,2021,FY,0.10511398106876019,0.1657458576703095
9842,OXLCZ,2021-03-31,2020,FY,0.327909590063781,0.49841269975356617
9843,OXLCZ,2020-03-31,2019,FY,-0.5189442039491798,-0.9928057603745002
9844,OXLCZ,2019-03-31,2018,FY,-0.03670071330699477,-0.051724138621281376
9845,OXLCZ,2018-03-31,2017,FY,0.07737095440088544,0.1459353577230446
9846,OXLCZ,2017-03-31,2016,FY,0.2806530526314767,0.4154505868983893
9847,OXLCZ,2016-03-31,2015,FY,-0.320946783633737,-0.5413590385820674
9848,OXLCZ,2015-03-31,2014,FY,0.008552936757599196,0.015519567918215054
9849,FRT,2024-12-31,2024,FY,0.055409907871860745,0.031558095835031656
9850,FRT,2023-12-31,2023,FY,0.050175980707300234,0.028282179715234487
9851,FRT,2022-12-31,2022,FY,0.029961992705475008,0.031572861961599315
9852,FRT,2021-12-31,2021,FY,0.020775887939992726,0.012573460768229945
9853,FRT,2020-12-31,2020,FY,0.0009622057435646469,0.0005412396282369832
9854,FRT,2019-12-31,2019,FY,0.037543007269940074,0.02558592612415352
9855,FRT,2018-12-31,2018,FY,0.059311185755751485,0.027968510278707028
9856,FRT,2017-12-31,2017,FY,0.07266130493531847,0.030269187191199313
9857,FRT,2016-12-31,2016,FY,0.06901106812451774,0.024811536986832004
9858,FRT,2015-12-31,2015,FY,0.0708739177574502,0.02091472937119799
9859,RRC,2023-12-31,2023,FY,0.11084752024548156,0.12075958555877811
9860,RRC,2022-12-31,2022,FY,0.43312165258869506,0.19636865883655913
9861,RRC,2021-12-31,2021,FY,0.22649872151485134,0.09509380595272196
9862,RRC,2020-12-31,2020,FY,-0.0380872459592434,-0.4401294806557832
9863,RRC,2019-12-31,2019,FY,0.014985896878144209,-1.4270906565435044
9864,RRC,2018-12-31,2018,FY,0.0718906170262064,-0.7417977168966118
9865,RRC,2017-12-31,2017,FY,0.12088790359515854,0.07967612651640749
9866,RRC,2016-12-31,2016,FY,-0.014529364535873262,-0.08000070778202965
9867,RRC,2015-12-31,2015,FY,-0.030831236932914202,-0.17428914670174522
9868,RRC,2014-12-31,2014,FY,0.04344732209197844,0.07253597995027589
9869,TTEK,2024-09-29,2024,FY,0.11621268503752698,0.026440241818449606
9870,TTEK,2023-10-01,2023,FY,0.09089743117802314,0.033933204890117113
9871,TTEK,2022-10-02,2022,FY,0.1399929490875055,0.03824799264359369
9872,TTEK,2021-10-03,2021,FY,0.12964790897151615,0.028482155808880076
9873,TTEK,2020-09-27,2020,FY,0.10367309439582525,0.033868574234595966
